EV Charger Registration Code,operator,No. of Charging Outlets,evCpId,plugType,chargingSpeed,PostalCode,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,longitude,latitude
R106074B,STRIDES YTL PTE. LTD.,1,R106074B-001,Type 2,7,144037,37A,MARGARET DRIVE,SKYRESIDENCE @ DAWSON,L3B,349,Yes,103.805331,1.2978947
R106079R,STRIDES YTL PTE. LTD.,1,R106079R-001,Type 2,7,160127,127,KIM TIAN ROAD,KIM TIAN GREEN,L3B,242,Yes,103.8292434,1.2818565
R106080C,STRIDES YTL PTE. LTD.,1,R106080C-001,Type 2,7,160127,127,KIM TIAN ROAD,KIM TIAN GREEN,L3B,216,Yes,103.8292434,1.2818565
R106082R,STRIDES YTL PTE. LTD.,1,R106082R-001,Type 2,7,160127,127,KIM TIAN ROAD,KIM TIAN GREEN,L3B,217,Yes,103.8292434,1.2818565
R106083D,STRIDES YTL PTE. LTD.,1,R106083D-001,Type 2,7,150163,163,BUKIT MERAH CENTRAL,,L1,69,Yes,103.8170992,1.2836347
R106084H,STRIDES YTL PTE. LTD.,1,R106084H-001,Type 2,7,150163,163,BUKIT MERAH CENTRAL,,L1,70,Yes,103.8170992,1.2836347
R106085A,STRIDES YTL PTE. LTD.,1,R106085A-001,Type 2,7,150163,163,BUKIT MERAH CENTRAL,,L1,71,Yes,103.8170992,1.2836347
R106636E,STRIDES YTL PTE. LTD.,1,R106636E-001,Type 2,7,400347,347,UBI AVENUE 1,KAMPONG UBI VIEW,L1,224,Yes,103.9000514,1.3255547
R106638B,STRIDES YTL PTE. LTD.,1,R106638B-001,Type 2,7,400347,347,UBI AVENUE 1,KAMPONG UBI VIEW,L1,225,Yes,103.9000514,1.3255547
R106639F,STRIDES YTL PTE. LTD.,1,R106639F-001,Type 2,7,400347,347,UBI AVENUE 1,KAMPONG UBI VIEW,L1,1312,Yes,103.9000514,1.3255547
R106641B,STRIDES YTL PTE. LTD.,1,R106641B-001,Type 2,7,400347,347,UBI AVENUE 1,KAMPONG UBI VIEW,L1,227,Yes,103.9000514,1.3255547
R106643Z,STRIDES YTL PTE. LTD.,1,R106643Z-001,Type 2,7,400347,347,UBI AVENUE 1,KAMPONG UBI VIEW,L1,228,Yes,103.9000514,1.3255547
R106644C,STRIDES YTL PTE. LTD.,1,R106644C-001,Type 2,7,400347,347,UBI AVENUE 1,KAMPONG UBI VIEW,L1,229,Yes,103.9000514,1.3255547
R106656F,STRIDES YTL PTE. LTD.,1,R106656F-001,Type 2,7,511614,614A,ELIAS ROAD,MULTI STOREY CAR PARK,L3B,181,Yes,103.9421772,1.3757454
R106657Z,STRIDES YTL PTE. LTD.,1,R106657Z-001,Type 2,7,511614,614A,ELIAS ROAD,MULTI STOREY CAR PARK,L3B,182,Yes,103.9421772,1.3757454
R106659G,STRIDES YTL PTE. LTD.,1,R106659G-001,Type 2,7,511614,614A,ELIAS ROAD,MULTI STOREY CAR PARK,L3B,183,Yes,103.9421772,1.3757454
R106675C,STRIDES YTL PTE. LTD.,1,R106675C-001,Type 2,7.4,151104,104A,HENDERSON CRESCENT,MULTI STOREY CAR PARK,L3A,95,Yes,103.8215599,1.289046
R106676G,STRIDES YTL PTE. LTD.,1,R106676G-001,Type 2,7.4,151104,104A,HENDERSON CRESCENT,MULTI STOREY CAR PARK,L3A,96,Yes,103.8215599,1.289046
R106677R,STRIDES YTL PTE. LTD.,1,R106677R-001,Type 2,7.4,151104,104A,HENDERSON CRESCENT,MULTI STOREY CAR PARK,L3A,97,Yes,103.8215599,1.289046
R106678D,STRIDES YTL PTE. LTD.,1,R106678D-001,Type 2,7.4,151104,104A,HENDERSON CRESCENT,MULTI STOREY CAR PARK,L3A,98,Yes,103.8215599,1.289046
R106679H,STRIDES YTL PTE. LTD.,1,R106679H-001,Type 2,7.4,151104,104A,HENDERSON CRESCENT,MULTI STOREY CAR PARK,L3A,99,Yes,103.8215599,1.289046
R106680R,STRIDES YTL PTE. LTD.,1,R106680R-001,Type 2,7.4,151104,104A,HENDERSON CRESCENT,MULTI STOREY CAR PARK,L3A,100,Yes,103.8215599,1.289046
R106689C,STRIDES YTL PTE. LTD.,2,R106689C-001,CCS 2,60,689964,28,CHOA CHU KANG DRIVE,SAFRA CHOA CHU KANG CLUBHOUSE,B1,"154, 155",Yes,103.7472341,1.388579
R106689C,STRIDES YTL PTE. LTD.,2,R106689C-002,CCS 2,60,689964,28,CHOA CHU KANG DRIVE,SAFRA CHOA CHU KANG CLUBHOUSE,B1,"154, 155",Yes,103.7472341,1.388579
R106690F,STRIDES YTL PTE. LTD.,2,R106690F-001,CCS 2,60,689964,28,CHOA CHU KANG DRIVE,SAFRA CHOA CHU KANG CLUBHOUSE,B1,"120, 121",Yes,103.7472341,1.388579
R106690F,STRIDES YTL PTE. LTD.,2,R106690F-002,CCS 2,60,689964,28,CHOA CHU KANG DRIVE,SAFRA CHOA CHU KANG CLUBHOUSE,B1,"120, 121",Yes,103.7472341,1.388579
R106691Z,STRIDES YTL PTE. LTD.,2,R106691Z-001,CCS 2,60,319387,293,LORONG 6 TOA PAYOH,SAFRA CLUBHOUSE (TOA PAYOH),L1,"43, 44",Yes,103.8544044,1.3298073
R106691Z,STRIDES YTL PTE. LTD.,2,R106691Z-002,CCS 2,60,319387,293,LORONG 6 TOA PAYOH,SAFRA CLUBHOUSE (TOA PAYOH),L1,"43, 44",Yes,103.8544044,1.3298073
R106692C,STRIDES YTL PTE. LTD.,2,R106692C-001,CCS 2,60,98803,2,TELOK BLANGAH WAY,SAFRA CLUBHOUSE (MOUNT FABER),B1,"96, 97",Yes,103.8169097,1.2776964
R106692C,STRIDES YTL PTE. LTD.,2,R106692C-002,CCS 2,60,98803,2,TELOK BLANGAH WAY,SAFRA CLUBHOUSE (MOUNT FABER),B1,"96, 97",Yes,103.8169097,1.2776964
R106693G,STRIDES YTL PTE. LTD.,2,R106693G-001,CCS 2,60,528882,1A,TAMPINES STREET 92,SAFRA CLUBHOUSE (TAMPINES),L1,"15, 16",Yes,103.9417012,1.3447111
R106693G,STRIDES YTL PTE. LTD.,2,R106693G-002,CCS 2,60,528882,1A,TAMPINES STREET 92,SAFRA CLUBHOUSE (TAMPINES),L1,"15, 16",Yes,103.9417012,1.3447111
R106694R,STRIDES YTL PTE. LTD.,2,R106694R-001,CCS 2,60,828654,9,SENTUL CRESCENT,SAFRA CLUBHOUSE (PUNGGOL),L2,"33, 34",Yes,103.9060722,1.4101949
R106694R,STRIDES YTL PTE. LTD.,2,R106694R-002,CCS 2,60,828654,9,SENTUL CRESCENT,SAFRA CLUBHOUSE (PUNGGOL),L2,"33, 34",Yes,103.9060722,1.4101949
R106695D,STRIDES YTL PTE. LTD.,2,R106695D-001,CCS 2,60,649848,333,BOON LAY WAY,SAFRA CLUBHOUSE (JURONG),B1,"200, 201",Yes,103.7064094,1.3348887
R106695D,STRIDES YTL PTE. LTD.,2,R106695D-002,CCS 2,60,649848,333,BOON LAY WAY,SAFRA CLUBHOUSE (JURONG),B1,"200, 201",Yes,103.7064094,1.3348887
R106696H,STRIDES YTL PTE. LTD.,2,R106696H-001,CCS 2,60,769027,60,YISHUN AVENUE 4,SAFRA YISHUN COUNTRY CLUB,L1,"6, 7",Yes,103.8409018,1.4242984
R106696H,STRIDES YTL PTE. LTD.,2,R106696H-002,CCS 2,60,769027,60,YISHUN AVENUE 4,SAFRA YISHUN COUNTRY CLUB,L1,"6, 7",Yes,103.8409018,1.4242984
R106697A,STRIDES YTL PTE. LTD.,2,R106697A-001,CCS 2,60,238877,435,ORCHARD ROAD,WISMA ATRIA,L5,"8, 9",Yes,103.8332058,1.3037048
R106697A,STRIDES YTL PTE. LTD.,2,R106697A-002,CCS 2,60,238877,435,ORCHARD ROAD,WISMA ATRIA,L5,"8, 9",Yes,103.8332058,1.3037048
R106698E,STRIDES YTL PTE. LTD.,2,R106698E-001,CCS 2,60,238877,435,ORCHARD ROAD,WISMA ATRIA,L6,"8, 9",Yes,103.8332058,1.3037048
R106698E,STRIDES YTL PTE. LTD.,2,R106698E-002,CCS 2,60,238877,435,ORCHARD ROAD,WISMA ATRIA,L6,"8, 9",Yes,103.8332058,1.3037048
R106699K,STRIDES YTL PTE. LTD.,1,R106699K-001,Type 2,22,768895,14,YISHUN AVENUE 9,NINE RESIDENCES,L3,136,Yes,103.8417584,1.4333937
R106700A,STRIDES YTL PTE. LTD.,1,R106700A-001,Type 2,22,768895,14,YISHUN AVENUE 9,NINE RESIDENCES,L3,138,Yes,103.8417584,1.4333937
R106701E,STRIDES YTL PTE. LTD.,1,R106701E-001,Type 2,22,238877,435,ORCHARD ROAD,WISMA ATRIA,L5,7,Yes,103.8332058,1.3037048
R106703B,STRIDES YTL PTE. LTD.,1,R106703B-001,Type 2,22,238877,435,ORCHARD ROAD,CITIBANK WISMA ATRIA,L6,7,Yes,103.833201,1.3037045
R106713H,STRIDES YTL PTE. LTD.,1,R106713H-001,Type 2,7.4,380134,134,GEYLANG EAST AVENUE 1,GEYLANG EAST GROVE,L1,244,Yes,103.8875653,1.3165498
R106715E,STRIDES YTL PTE. LTD.,1,R106715E-001,Type 2,7.4,380134,134,GEYLANG EAST AVENUE 1,GEYLANG EAST GROVE,L1,245,Yes,103.8875653,1.3165498
R106718F,STRIDES YTL PTE. LTD.,1,R106718F-001,Type 2,7.4,380134,134,GEYLANG EAST AVENUE 1,GEYLANG EAST GROVE,L1,246,Yes,103.8875653,1.3165498
R106737C,STRIDES YTL PTE. LTD.,1,R106737C-001,Type 2,7,370037,37,CIRCUIT ROAD,,L1,81,Yes,103.8866723,1.3284312
R106741G,STRIDES YTL PTE. LTD.,1,R106741G-001,Type 2,7,370037,37,CIRCUIT ROAD,,L1,82,Yes,103.8866723,1.3284312
R106743D,STRIDES YTL PTE. LTD.,1,R106743D-001,Type 2,7,370037,37,CIRCUIT ROAD,,L1,83,Yes,103.8866723,1.3284312
R106744H,STRIDES YTL PTE. LTD.,1,R106744H-001,Type 2,7,370037,37,CIRCUIT ROAD,,L1,84,Yes,103.8866723,1.3284312
R106746E,STRIDES YTL PTE. LTD.,1,R106746E-001,Type 2,7,370037,37,CIRCUIT ROAD,,L1,85,Yes,103.8866723,1.3284312
R106747K,STRIDES YTL PTE. LTD.,1,R106747K-001,Type 2,7,370037,37,CIRCUIT ROAD,,L1,86,Yes,103.8866723,1.3284312
R106781K,STRIDES YTL PTE. LTD.,1,R106781K-001,Type 2,7,520281,281,TAMPINES STREET 22,,L1,128,Yes,103.9523236,1.3475162
R106782B,STRIDES YTL PTE. LTD.,1,R106782B-001,Type 2,7,520281,281,TAMPINES STREET 22,,L1,129,Yes,103.9523236,1.3475162
R106784Z,STRIDES YTL PTE. LTD.,1,R106784Z-001,Type 2,7,520281,281,TAMPINES STREET 22,,L1,130,Yes,103.9523236,1.3475162
R106785C,STRIDES YTL PTE. LTD.,1,R106785C-001,Type 2,7,520281,281,TAMPINES STREET 22,,L1,134,Yes,103.9523236,1.3475162
R106788D,STRIDES YTL PTE. LTD.,1,R106788D-001,Type 2,7,520281,281,TAMPINES STREET 22,,L1,135,Yes,103.9523236,1.3475162
R106789H,STRIDES YTL PTE. LTD.,1,R106789H-001,Type 2,7,520281,281,TAMPINES STREET 22,,L1,136,Yes,103.9523236,1.3475162
R106815Z,STRIDES YTL PTE. LTD.,1,R106815Z-001,Type 2,7,520274,274,TAMPINES STREET 22,,L1,82,Yes,103.9504465,1.3489436
R106816C,STRIDES YTL PTE. LTD.,1,R106816C-001,Type 2,7,520274,274,TAMPINES STREET 22,,L1,83,Yes,103.9504465,1.3489436
R106819D,STRIDES YTL PTE. LTD.,1,R106819D-001,Type 2,7,520274,274,TAMPINES STREET 22,,L1,84,Yes,103.9504465,1.3489436
R106821R,STRIDES YTL PTE. LTD.,1,R106821R-001,Type 2,7,520274,274,TAMPINES STREET 22,,L1,85,Yes,103.9504465,1.3489436
R106824A,STRIDES YTL PTE. LTD.,1,R106824A-001,Type 2,7,520274,274,TAMPINES STREET 22,,L1,86,Yes,103.9504465,1.3489436
R106827B,STRIDES YTL PTE. LTD.,1,R106827B-001,Type 2,7,520274,274,TAMPINES STREET 22,,L1,87,Yes,103.9504465,1.3489436
R106851G,STRIDES YTL PTE. LTD.,1,R106851G-001,Type 2,7,151121,121,BUKIT MERAH VIEW,,L1,1,Yes,103.8227829,1.2834709
R106859F,STRIDES YTL PTE. LTD.,1,R106859F-001,Type 2,7,151121,121,BUKIT MERAH VIEW,,L1,2,Yes,103.8227829,1.2834709
R106866R,STRIDES YTL PTE. LTD.,1,R106866R-001,Type 2,7,151121,121,BUKIT MERAH VIEW,,L1,3,Yes,103.8227829,1.2834709
R106871H,STRIDES YTL PTE. LTD.,1,R106871H-001,Type 2,7,151121,121,BUKIT MERAH VIEW,,L1,4,Yes,103.8227829,1.2834709
R106875B,STRIDES YTL PTE. LTD.,1,R106875B-001,Type 2,7,151121,121,BUKIT MERAH VIEW,,L1,5,Yes,103.8227829,1.2834709
R106879G,STRIDES YTL PTE. LTD.,1,R106879G-001,Type 2,7,151121,121,BUKIT MERAH VIEW,,L1,6,Yes,103.8227829,1.2834709
R106889B,STRIDES YTL PTE. LTD.,1,R106889B-001,Type 2,7,321102,102,JALAN RAJAH,RAJAH COURT,L1,101,Yes,103.8515537,1.3285468
R106891K,STRIDES YTL PTE. LTD.,1,R106891K-001,Type 2,7,321102,102,JALAN RAJAH,RAJAH COURT,L1,102,Yes,103.8515537,1.3285468
R106892B,STRIDES YTL PTE. LTD.,1,R106892B-001,Type 2,7,321102,102,JALAN RAJAH,RAJAH COURT,L1,103,Yes,103.8515537,1.3285468
R106893F,STRIDES YTL PTE. LTD.,1,R106893F-001,Type 2,7,321102,102,JALAN RAJAH,RAJAH COURT,L1,104,Yes,103.8515537,1.3285468
R106894Z,STRIDES YTL PTE. LTD.,1,R106894Z-001,Type 2,7,321102,102,JALAN RAJAH,RAJAH COURT,L1,105,Yes,103.8515537,1.3285468
R106895C,STRIDES YTL PTE. LTD.,1,R106895C-001,Type 2,7,321102,102,JALAN RAJAH,RAJAH COURT,L1,106,Yes,103.8515537,1.3285468
R106910F,STRIDES YTL PTE. LTD.,1,R106910F-001,Type 2,7,510418,418,PASIR RIS DRIVE 6,,L1,435,Yes,103.9551171,1.3705083
R106912C,STRIDES YTL PTE. LTD.,1,R106912C-001,Type 2,7,510418,418,PASIR RIS DRIVE 6,,L1,436,Yes,103.9551171,1.3705083
R106914R,STRIDES YTL PTE. LTD.,1,R106914R-001,Type 2,7,510418,418,PASIR RIS DRIVE 6,,L1,437,Yes,103.9551171,1.3705083
R106916H,STRIDES YTL PTE. LTD.,1,R106916H-001,Type 2,7,510418,418,PASIR RIS DRIVE 6,,L1,438,Yes,103.9551171,1.3705083
R106918E,STRIDES YTL PTE. LTD.,1,R106918E-001,Type 2,7,510418,418,PASIR RIS DRIVE 6,,L1,439,Yes,103.9551171,1.3705083
R106919K,STRIDES YTL PTE. LTD.,1,R106919K-001,Type 2,7,510418,418,PASIR RIS DRIVE 6,,L1,440,Yes,103.9551171,1.3705083
R107027E,STRIDES YTL PTE. LTD.,1,R107027E-001,Type 2,7,381115,115,JALAN AYER,KALLANG RESIDENCES,L3A,14,Yes,103.873342,1.3113926
R107028K,STRIDES YTL PTE. LTD.,1,R107028K-001,Type 2,7,381115,115,JALAN AYER,KALLANG RESIDENCES,L3A,15,Yes,103.873342,1.3113926
R107029B,STRIDES YTL PTE. LTD.,1,R107029B-001,Type 2,7,381115,115,JALAN AYER,KALLANG RESIDENCES,L3A,16,Yes,103.873342,1.3113926
R107030E,STRIDES YTL PTE. LTD.,1,R107030E-001,Type 2,7,511757,757A,PASIR RIS STREET 71,,L3A,111,Yes,103.9331363,1.3772364
R107031K,STRIDES YTL PTE. LTD.,1,R107031K-001,Type 2,7,511757,757A,PASIR RIS STREET 71,,L3A,112,Yes,103.9331363,1.3772364
R107032B,STRIDES YTL PTE. LTD.,1,R107032B-001,Type 2,7,511757,757A,PASIR RIS STREET 71,,L3A,113,Yes,103.9331363,1.3772364
R107033F,STRIDES YTL PTE. LTD.,1,R107033F-001,Type 2,7,371028,28A,BALAM ROAD,BALAM GARDENS,L3B,81,Yes,103.8870636,1.3304551
R107034Z,STRIDES YTL PTE. LTD.,1,R107034Z-001,Type 2,7,371028,28A,BALAM ROAD,BALAM GARDENS,L3B,82,Yes,103.8870636,1.3304551
R107035C,STRIDES YTL PTE. LTD.,1,R107035C-001,Type 2,7,371028,28A,BALAM ROAD,BALAM GARDENS,L3B,83,Yes,103.8870636,1.3304551
R107037R,STRIDES YTL PTE. LTD.,1,R107037R-001,Type 2,7,372052,52A,PIPIT ROAD,,L3A,122,Yes,103.8860942,1.3243397
R107039H,STRIDES YTL PTE. LTD.,1,R107039H-001,Type 2,7,372052,52A,PIPIT ROAD,,L3A,123,Yes,103.8860942,1.3243397
R107040R,STRIDES YTL PTE. LTD.,1,R107040R-001,Type 2,7,372052,52A,PIPIT ROAD,,L3A,124,Yes,103.8860942,1.3243397
R107042H,STRIDES YTL PTE. LTD.,1,R107042H-001,Type 2,7,511744,744A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L3A,78,Yes,103.9353837,1.3779476
R107043A,STRIDES YTL PTE. LTD.,1,R107043A-001,Type 2,7,511744,744A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L3A,79,Yes,103.9353837,1.3779476
R107044E,STRIDES YTL PTE. LTD.,1,R107044E-001,Type 2,7,511744,744A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L3A,80,Yes,103.9353837,1.3779476
R107055D,STRIDES YTL PTE. LTD.,1,R107055D-001,Type 2,7,460203,203,BEDOK NORTH STREET 1,BEDOK TOWN CENTRE,L1,92,Yes,103.9282762,1.3258815
R107057A,STRIDES YTL PTE. LTD.,1,R107057A-001,Type 2,7,460203,203,BEDOK NORTH STREET 1,BEDOK TOWN CENTRE,L1,93,Yes,103.9282762,1.3258815
R107058E,STRIDES YTL PTE. LTD.,1,R107058E-001,Type 2,7,460203,203,BEDOK NORTH STREET 1,BEDOK TOWN CENTRE,L1,94,Yes,103.9282762,1.3258815
R107060A,STRIDES YTL PTE. LTD.,1,R107060A-001,Type 2,7,410112,112,LENGKONG TIGA,,L1,42,Yes,103.9108737,1.3239082
R107062K,STRIDES YTL PTE. LTD.,1,R107062K-001,Type 2,7,410112,112,LENGKONG TIGA,,L1,43,Yes,103.9108737,1.3239082
R107063B,STRIDES YTL PTE. LTD.,1,R107063B-001,Type 2,7,410112,112,LENGKONG TIGA,,L1,44,Yes,103.9108737,1.3239082
R107064F,STRIDES YTL PTE. LTD.,1,R107064F-001,Type 2,7,380109,109,ALJUNIED CRESCENT,,L1,155,Yes,103.884428,1.3197215
R107066C,STRIDES YTL PTE. LTD.,1,R107066C-001,Type 2,7,380109,109,ALJUNIED CRESCENT,,L1,156,Yes,103.884428,1.3197215
R107067G,STRIDES YTL PTE. LTD.,1,R107067G-001,Type 2,7,380109,109,ALJUNIED CRESCENT,,L1,157,Yes,103.884428,1.3197215
R107069D,STRIDES YTL PTE. LTD.,1,R107069D-001,Type 2,7,470716,716,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,L1,365,Yes,103.925961,1.3375089
R107070G,STRIDES YTL PTE. LTD.,1,R107070G-001,Type 2,7,470716,716,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,L1,366,Yes,103.925961,1.3375089
R107071R,STRIDES YTL PTE. LTD.,1,R107071R-001,Type 2,7,470716,716,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,L1,367,Yes,103.925961,1.3375089
R107074A,STRIDES YTL PTE. LTD.,1,R107074A-001,Type 2,7,520487,487A,TAMPINES STREET 45,,L1,488,Yes,103.9579675,1.3603298
R107075E,STRIDES YTL PTE. LTD.,1,R107075E-001,Type 2,7,520487,487A,TAMPINES STREET 45,,L1,489,Yes,103.9579675,1.3603298
R107077B,STRIDES YTL PTE. LTD.,1,R107077B-001,Type 2,7,520487,487A,TAMPINES STREET 45,,L1,490,Yes,103.9579675,1.3603298
R107080B,STRIDES YTL PTE. LTD.,1,R107080B-001,Type 2,7,520487,487A,TAMPINES STREET 45,,L1,491,Yes,103.9579675,1.3603298
R107083C,STRIDES YTL PTE. LTD.,1,R107083C-001,Type 2,7,520487,487A,TAMPINES STREET 45,,L1,492,Yes,103.9579675,1.3603298
R107085R,STRIDES YTL PTE. LTD.,1,R107085R-001,Type 2,7,520487,487A,TAMPINES STREET 45,,L1,493,Yes,103.9579675,1.3603298
R107088A,STRIDES YTL PTE. LTD.,1,R107088A-001,Type 2,7,460108,108,BEDOK NORTH ROAD,FENGSHAN ESTATE,L1,252,Yes,103.9355711,1.3325448
R107089E,STRIDES YTL PTE. LTD.,1,R107089E-001,Type 2,7,460108,108,BEDOK NORTH ROAD,FENGSHAN ESTATE,L1,253,Yes,103.9355711,1.3325448
R107091A,STRIDES YTL PTE. LTD.,1,R107091A-001,Type 2,7,460108,108,BEDOK NORTH ROAD,FENGSHAN ESTATE,L1,254,Yes,103.9355711,1.3325448
R107291R,STRIDES YTL PTE. LTD.,1,R107291R-001,Type 2,7,461033,33,CHAI CHEE AVENUE,ANSAR GARDEN,L1,234,Yes,103.9256873,1.3252462
R107295E,STRIDES YTL PTE. LTD.,1,R107295E-001,Type 2,7,461033,33,CHAI CHEE AVENUE,ANSAR GARDEN,L1,235,Yes,103.9256873,1.3252462
R107296K,STRIDES YTL PTE. LTD.,1,R107296K-001,Type 2,7,461033,33,CHAI CHEE AVENUE,ANSAR GARDEN,L1,236,Yes,103.9256873,1.3252462
R107298F,STRIDES YTL PTE. LTD.,1,R107298F-001,Type 2,7,141043,43,STIRLING ROAD,,L1,90,Yes,103.8017544,1.2983326
R107299Z,STRIDES YTL PTE. LTD.,1,R107299Z-001,Type 2,7,141043,43,STIRLING ROAD,,L1,91,Yes,103.8017544,1.2983326
R107300B,STRIDES YTL PTE. LTD.,1,R107300B-001,Type 2,7,141043,43,STIRLING ROAD,,L1,92,Yes,103.8017544,1.2983326
R107301F,STRIDES YTL PTE. LTD.,1,R107301F-001,Type 2,7,161134,134A,JALAN BUKIT MERAH,MULTI STOREY CAR PARK,L3A,107,Yes,103.8271886,1.279263
R107302Z,STRIDES YTL PTE. LTD.,1,R107302Z-001,Type 2,7,161134,134A,JALAN BUKIT MERAH,MULTI STOREY CAR PARK,L3A,108,Yes,103.8271886,1.279263
R107303C,STRIDES YTL PTE. LTD.,1,R107303C-001,Type 2,7,161134,134A,JALAN BUKIT MERAH,MULTI STOREY CAR PARK,L3A,109,Yes,103.8271886,1.279263
R107305R,STRIDES YTL PTE. LTD.,1,R107305R-001,Type 2,7,150061,61,LENGKOK BAHRU,,L1,5,Yes,103.8137645,1.2895334
R107307H,STRIDES YTL PTE. LTD.,1,R107307H-001,Type 2,7,150061,61,LENGKOK BAHRU,,L1,6,Yes,103.8137645,1.2895334
R107308A,STRIDES YTL PTE. LTD.,1,R107308A-001,Type 2,7,150061,61,LENGKOK BAHRU,,L1,7,Yes,103.8137645,1.2895334
R107316Z,STRIDES YTL PTE. LTD.,1,R107316Z-001,Type 2,7,330022,22,SERANGOON ROAD,BENDEMEER VILLE,L1,47,Yes,103.8615866,1.3191062
R107318G,STRIDES YTL PTE. LTD.,1,R107318G-001,Type 2,7,330022,22,SERANGOON ROAD,BENDEMEER VILLE,L1,48,Yes,103.8615866,1.3191062
R107321G,STRIDES YTL PTE. LTD.,1,R107321G-001,Type 2,7,330022,22,SERANGOON ROAD,BENDEMEER VILLE,L1,49,Yes,103.8615866,1.3191062
R107379C,STRIDES YTL PTE. LTD.,1,R107379C-001,Type 2,7,320062,62,JALAN MA'MOR,,L1,37,Yes,103.8575929,1.3283464
R107384R,STRIDES YTL PTE. LTD.,1,R107384R-001,Type 2,7,320062,62,JALAN MA'MOR,,L1,38,Yes,103.8575929,1.3283464
R107400G,STRIDES YTL PTE. LTD.,1,R107400G-001,Type 2,7,330057,57,GEYLANG BAHRU,GEYLANG BAHRU VILLE,L1,238,Yes,103.8689003,1.3235736
R107439F,STRIDES YTL PTE. LTD.,1,R107439F-001,Type 2,7,330057,57,GEYLANG BAHRU,GEYLANG BAHRU VILLE,L1,239,Yes,103.8689003,1.3235736
R107440K,STRIDES YTL PTE. LTD.,1,R107440K-001,Type 2,7,330057,57,GEYLANG BAHRU,GEYLANG BAHRU VILLE,L1,240,Yes,103.8689003,1.3235736
R107441B,STRIDES YTL PTE. LTD.,1,R107441B-001,Type 2,7,320062,62,JALAN MA'MOR,,L1,39,Yes,103.8575929,1.3283464
R107449A,STRIDES YTL PTE. LTD.,1,R107449A-001,Type 2,7,190007,7,NORTH BRIDGE ROAD,,L1,13,Yes,103.8634372,1.304352
R107450D,STRIDES YTL PTE. LTD.,1,R107450D-001,Type 2,7,190007,7,NORTH BRIDGE ROAD,,L1,14,Yes,103.8634372,1.304352
R107453E,STRIDES YTL PTE. LTD.,1,R107453E-001,Type 2,7,190007,7,NORTH BRIDGE ROAD,,L1,15,Yes,103.8634372,1.304352
R107455B,STRIDES YTL PTE. LTD.,1,R107455B-001,Type 2,7,521384,384A,TAMPINES STREET 32,MULTI STOREY CAR PARK,L3A,142,Yes,103.9585245,1.3544004
R107457Z,STRIDES YTL PTE. LTD.,1,R107457Z-001,Type 2,7,521384,384A,TAMPINES STREET 32,MULTI STOREY CAR PARK,L3A,143,Yes,103.9585245,1.3544004
R107458C,STRIDES YTL PTE. LTD.,1,R107458C-001,Type 2,7,521384,384A,TAMPINES STREET 32,MULTI STOREY CAR PARK,L3A,144,Yes,103.9585245,1.3544004
R107459G,STRIDES YTL PTE. LTD.,1,R107459G-001,Type 2,7,460094,94A,BEDOK NORTH AVENUE 4,MULTI STOREY CAR PARK,L3B,172,Yes,103.9419707,1.3334262
R107461C,STRIDES YTL PTE. LTD.,1,R107461C-001,Type 2,7,460094,94A,BEDOK NORTH AVENUE 4,MULTI STOREY CAR PARK,L3B,173,Yes,103.9419707,1.3334262
R107463R,STRIDES YTL PTE. LTD.,1,R107463R-001,Type 2,7,460094,94A,BEDOK NORTH AVENUE 4,MULTI STOREY CAR PARK,L3B,174,Yes,103.9419707,1.3334262
R107548B,STRIDES YTL PTE. LTD.,1,R107548B-001,Type 2,7,380063,63,SIMS PLACE,GREENTOPS @ SIMS PLACE,L1,15,Yes,103.8794488,1.3163857
R107552F,STRIDES YTL PTE. LTD.,1,R107552F-001,Type 2,7,380063,63,SIMS PLACE,GREENTOPS @ SIMS PLACE,L1,16,Yes,103.8794488,1.3163857
R107558H,STRIDES YTL PTE. LTD.,1,R107558H-001,Type 2,7,380063,63,SIMS PLACE,GREENTOPS @ SIMS PLACE,L1,17,Yes,103.8794488,1.3163857
R107606H,STRIDES YTL PTE. LTD.,1,R107606H-001,Type 2,7,210009,9,GLOUCESTER ROAD,FARRER PARK GARDENS,L1,164,Yes,103.8520412,1.3136338
R107607A,STRIDES YTL PTE. LTD.,1,R107607A-001,Type 2,7,210009,9,GLOUCESTER ROAD,FARRER PARK GARDENS,L1,165,Yes,103.8520412,1.3136338
R107608E,STRIDES YTL PTE. LTD.,1,R107608E-001,Type 2,7,210009,9,GLOUCESTER ROAD,FARRER PARK GARDENS,L1,166,Yes,103.8520412,1.3136338
R107609K,STRIDES YTL PTE. LTD.,1,R107609K-001,Type 2,7,200635,635,VEERASAMY ROAD,,L1,76,Yes,103.8546982,1.3062497
R107610A,STRIDES YTL PTE. LTD.,1,R107610A-001,Type 2,7,200635,635,VEERASAMY ROAD,,L1,77,Yes,103.8546982,1.3062497
